-1.955725210458094221e+00,3.335134411634453677e+00,-1.073206037662286283e+00,8.251825999802537837e-01,0.000000000000000000e+00
-1.789725130183614787e-01,-1.460340313293439607e+00,-1.224636514302801515e+00,-1.390694721898056319e+00,1.000000000000000000e+00
-8.566780754198579650e-01,-3.279988393545511194e+00,1.667519106770601667e+00,1.408517499847322885e+00,1.000000000000000000e+00
-1.852266445491801861e+00,1.593929543460366638e+00,1.681502628326402959e+00,-1.758343102283566495e+00,0.000000000000000000e+00
-3.757107557861252278e-01,-3.502083524185195529e-01,-1.274876879246601646e+00,1.130312312931951446e-01,1.000000000000000000e+00
-7.337624383106140513e-01,-3.578568860598192458e-01,-1.788922487457043076e+00,1.112654335898402458e+00,1.000000000000000000e+00
-9.955028866843855795e-01,2.374024138015265351e+00,-1.802480022256972347e+00,-1.514283820116464119e+00,0.000000000000000000e+00
-3.705760562183326723e-01,1.885096685752539081e+00,-1.916638908765004423e+00,8.484405935267496091e-01,0.000000000000000000e+00
-1.302128286351111885e+00,-1.100013248011949774e+00,1.255030614938454026e+00,4.295521479459400993e-01,1.000000000000000000e+00
-6.197969068971977968e-01,2.100772138595607963e+00,3.443654230563644170e-01,5.797138888224004916e-01,0.000000000000000000e+00
3.803628628462427663e-01,-5.841179826421294408e-02,1.479090166426300090e+00,-2.242544808545077206e-01,0.000000000000000000e+00
1.644899439398538554e+00,-2.601408416710079496e+00,1.903495233866348002e-03,-1.542173259778991223e+00,1.000000000000000000e+00
1.736134190854592418e+00,3.154763547851037409e+00,5.325694637382927255e-01,8.925418847281956225e-01,0.000000000000000000e+00
-1.554025852087011605e+00,-9.525395042962641057e-01,8.148636556946029508e-01,-4.840271561518756371e-01,1.000000000000000000e+00
-1.167121148885819970e+00,1.826646524033344043e+00,-1.395961266167920822e+00,2.411615524974370928e-01,0.000000000000000000e+00
1.801734499656155286e+00,2.902597025186748780e+00,-1.193419694059492109e+00,-4.134552059218896680e-01,0.000000000000000000e+00
1.027863314000284856e+00,1.144764593483283299e+00,1.475348826615414666e+00,6.492101777492820247e-02,0.000000000000000000e+00
-1.672896246931336872e+00,-1.358951876105305878e+00,3.931274135875648668e-01,-5.164539590186656426e-02,1.000000000000000000e+00
7.215640694108893527e-02,8.780606298437092505e-01,1.462379821702585403e+00,-2.733336113348785457e-01,0.000000000000000000e+00
3.632960021469080480e-01,1.805608351145664869e+00,-5.630271498841168398e-01,1.855788487259303121e+00,0.000000000000000000e+00
-1.817706821697999686e-01,3.081806093702350147e+00,-8.305529357719623196e-01,-1.313364693846474918e+00,0.000000000000000000e+00
-1.294133453832596370e+00,-3.889959100759066146e-01,-1.224354188677772015e-01,4.597301412730692149e-02,1.000000000000000000e+00
9.030146593815766565e-01,-2.459515771781470406e+00,2.379360048819809670e-01,1.198080773955843004e+00,1.000000000000000000e+00
-9.397957630834192777e-01,-2.102498871576980122e+00,2.692331763513333698e-02,1.395592498496305733e+00,1.000000000000000000e+00
-1.166220671995877867e+00,-1.490899233313973227e+00,1.698658701871456067e+00,1.687414675988486046e+00,1.000000000000000000e+00
3.292902811932982843e-01,-2.543619302588301601e+00,-6.913416917444015208e-01,1.422038307241956456e+00,1.000000000000000000e+00
7.914435659894119013e-01,-1.082184119593873728e+00,-7.838895132255763176e-01,1.958370896280909879e+00,1.000000000000000000e+00
1.329657265664270227e-01,-1.861800252903449637e+00,-1.956855089325970853e+00,7.919993027296623467e-02,1.000000000000000000e+00
-8.697710489364642861e-01,-2.374628062097779768e+00,-1.081851063085825349e+00,2.934354156400926783e-01,1.000000000000000000e+00
-6.480529450426437688e-01,6.927336801402477207e-01,-1.540601825047926088e+00,-3.193454183315640460e-01,0.000000000000000000e+00
3.426136916212998429e-01,-3.191526031389414264e+00,1.859544008547465044e+00,1.048175184390415904e+00,1.000000000000000000e+00
-5.152425855081308459e-01,-2.061349873416412848e+00,-1.214497715415128853e+00,-1.964376224018552053e+00,1.000000000000000000e+00
1.275071247424889087e+00,4.589685760530710645e-01,8.294360256897856942e-01,1.136605874731611010e+00,0.000000000000000000e+00
-1.242117467222272786e+00,1.768310177439379238e+00,1.553984116207733912e+00,-1.292699142569759374e+00,0.000000000000000000e+00
1.738393829281989600e+00,2.667185325669847451e-01,1.220856323776697394e+00,-5.270433468564637014e-01,0.000000000000000000e+00
-1.615009918911700870e+00,3.474848312478897583e+00,1.412103880207953743e+00,1.006882937907700892e+00,0.000000000000000000e+00
2.695964357016382706e-01,-1.035164863949487035e-01,-1.093840939095847453e+00,-3.416192995776869967e-01,0.000000000000000000e+00
-4.956308879002391254e-01,2.824152440359637417e+00,-6.667407446250022129e-01,2.385973235225864464e-01,0.000000000000000000e+00
9.260724813704404035e-01,-3.467002526832644982e+00,-1.721091988574685372e+00,-5.777158837450981910e-01,1.000000000000000000e+00
2.007652215130497630e-01,3.404405610557863504e+00,-3.568113408528565955e-01,1.343986794635950499e+00,0.000000000000000000e+00
-6.315451716757685130e-01,2.109505094412822856e+00,-1.596153106053818327e+00,1.080919806750473722e+00,0.000000000000000000e+00
3.775369820449370195e-02,1.169695040872429814e+00,-1.800365524166519071e+00,1.730233966053921879e+00,0.000000000000000000e+00
-1.472983884871941651e+00,-2.015139181604352459e+00,-1.155275234878838653e+00,-1.948199207405594713e+00,1.000000000000000000e+00
1.661899225813189496e+00,1.436180012528462946e+00,-5.949019559763975007e-01,-1.803733955280841794e+00,0.000000000000000000e+00
1.530052100692222972e-01,7.866147717257216954e-01,-2.713624822829969752e-01,1.311070166828557593e+00,0.000000000000000000e+00
